total_rewards_sp0,total_rewards_sp1,total_rewards_sp2,filter_rewards_sp0,filter_rewards_sp1,filter_rewards_sp2,answer_rewards_sp0,answer_rewards_sp1,answer_rewards_sp2,loss4_sp0,loss4_sp1,loss4_sp2,loss5_sp0,loss5_sp1,loss5_sp2
1.0,-46.0,-107.0,145.0,-71.0,-100.0,-144.0,25.0,-7.0,71.93846893310547,80.09203338623047,66.29619598388672,70.47667694091797,80.31051635742188,67.07759857177734
32.0,15.0,-75.0,116.0,-32.0,54.0,-84.0,47.0,-129.0,71.74504852294922,80.23900604248047,67.23408508300781,70.71351623535156,80.46018981933594,66.80471801757812
-37.0,-105.0,-8.0,99.0,-38.0,-73.0,-136.0,-67.0,65.0,71.60562133789062,80.25083923339844,66.3641357421875,70.660400390625,79.9986572265625,67.2279281616211
-106.0,12.0,-101.0,57.0,10.0,-93.0,-163.0,2.0,-8.0,71.44820404052734,80.42332458496094,66.17227935791016,70.68862915039062,80.26814270019531,66.91796112060547
-8.0,-76.0,-170.0,61.0,-90.0,-64.0,-69.0,14.0,-106.0,71.3917465209961,79.7919692993164,66.42105865478516,70.87692260742188,80.1381607055664,66.64286804199219
-39.0,101.0,-136.0,56.0,62.0,-80.0,-95.0,39.0,-56.0,71.312744140625,80.6767578125,66.19676208496094,70.58421325683594,80.532958984375,66.88056182861328
-96.0,-42.0,-18.0,29.0,-31.0,24.0,-125.0,-11.0,-42.0,71.06404113769531,80.0721435546875,66.85527801513672,70.43760681152344,80.07064819335938,67.0073013305664
5.0,32.0,-64.0,139.0,-37.0,-16.0,-134.0,69.0,-48.0,71.75332641601562,80.12197875976562,66.41783142089844,70.89165496826172,80.45038604736328,66.76354217529297
-119.0,-40.0,21.0,-37.0,42.0,-37.0,-82.0,-82.0,58.0,70.76678466796875,80.54533386230469,66.21165466308594,70.39767456054688,80.1431655883789,67.10244750976562
-41.0,8.0,-155.0,15.0,20.0,-88.0,-56.0,-12.0,-67.0,71.0372543334961,80.22164154052734,65.91255187988281,70.36437225341797,80.04035186767578,66.71269989013672
-5.0,80.0,-34.0,95.0,58.0,-45.0,-100.0,22.0,11.0,71.3993911743164,80.51338958740234,66.1577377319336,70.60963439941406,80.44577026367188,66.8228988647461
-96.0,129.0,39.0,18.0,53.0,42.0,-114.0,76.0,-3.0,70.90288543701172,80.47109985351562,66.63057708740234,70.4427719116211,80.4212417602539,67.00224304199219
-48.0,47.0,-49.0,69.0,2.0,28.0,-117.0,45.0,-77.0,71.27682495117188,80.17867279052734,66.42874145507812,70.70909881591797,80.42400360107422,66.313720703125
23.0,-139.0,99.0,152.0,-56.0,81.0,-129.0,-83.0,18.0,71.445556640625,79.74057006835938,66.92023468017578,70.0234375,79.80640411376953,67.08463287353516
-148.0,-40.0,-21.0,-7.0,-38.0,7.0,-141.0,-2.0,-28.0,70.67430877685547,79.85223388671875,66.31714630126953,70.40044403076172,79.95510864257812,66.75113677978516
-8.0,26.0,32.0,104.0,36.0,21.0,-112.0,-10.0,11.0,71.24919891357422,80.14042663574219,66.44444274902344,70.45435333251953,79.97403717041016,67.04621887207031
95.0,-101.0,-97.0,69.0,-93.0,-130.0,26.0,-8.0,33.0,71.00404357910156,79.50289154052734,65.4339828491211,70.59945678710938,79.7637939453125,66.91415405273438
-70.0,4.0,152.0,65.0,14.0,104.0,-135.0,-10.0,48.0,70.94914245605469,79.97128295898438,66.81602478027344,70.14988708496094,80.01226806640625,67.311279296875
-30.0,78.0,52.0,97.0,-27.0,16.0,-127.0,105.0,36.0,71.10928344726562,79.88676452636719,66.08760070800781,70.25650787353516,80.42571258544922,67.01994323730469
8.0,52.0,47.0,99.0,24.0,7.0,-91.0,28.0,40.0,71.02400970458984,80.1471176147461,66.05634307861328,70.38896942138672,80.09608459472656,66.99887084960938
46.0,-64.0,67.0,129.0,-46.0,129.0,-83.0,-18.0,-62.0,71.19266510009766,79.60918426513672,66.78083801269531,70.58154296875,79.64958953857422,66.78813934326172
-114.0,48.0,168.0,11.0,71.0,68.0,-125.0,-23.0,100.0,70.45165252685547,80.22740173339844,66.37698364257812,69.93195343017578,79.89747619628906,67.3739013671875
-116.0,-31.0,164.0,26.0,10.0,109.0,-142.0,-41.0,55.0,70.63337707519531,79.8089828491211,66.44224548339844,70.16799926757812,79.62809753417969,67.32402038574219
-3.0,21.0,124.0,46.0,-44.0,58.0,-49.0,65.0,66.0,70.62114715576172,79.57059478759766,66.20181274414062,70.3850326538086,80.02847290039062,67.08096313476562
-96.0,58.0,50.0,9.0,-25.0,160.0,-105.0,83.0,-110.0,70.26642608642578,79.6585922241211,66.76036834716797,69.72335052490234,80.07331848144531,66.73918151855469
-116.0,90.0,-45.0,102.0,74.0,-60.0,-218.0,16.0,15.0,70.87980651855469,80.03150177001953,65.39667510986328,70.00205993652344,79.9875717163086,66.57976531982422
-85.0,48.0,172.0,-25.0,8.0,118.0,-60.0,40.0,54.0,70.0517807006836,79.61673736572266,66.41734313964844,70.13674926757812,79.77923583984375,67.09054565429688
68.0,-69.0,91.0,83.0,-16.0,-30.0,-15.0,-53.0,121.0,70.72860717773438,79.54817962646484,65.48931121826172,70.51896667480469,79.5129165649414,67.04666137695312
3.0,48.0,56.0,85.0,-9.0,160.0,-82.0,57.0,-104.0,70.62261962890625,79.54948425292969,66.55216979980469,70.24016571044922,79.76492309570312,66.67020416259766
-63.0,101.0,150.0,99.0,65.0,132.0,-162.0,36.0,18.0,70.55866241455078,80.0230941772461,66.39064025878906,69.64508056640625,79.8912353515625,67.09220123291016
